Row,Entity,Position X,Position Y,id,length(M),width(M),"type(B=3,D=1,T=2)",parking_type,parking_side
A-011-01,Bridge,342162.3587,3313521.281,1,0.64,0.6,3,,
A-011-01,Tracker,342160.3997,3313475.863,2,45,3.92,2,,
A-011-01,Bridge,342162.3587,3313475.523,3,0.64,0.6,3,,
A-011-01,Tracker,342160.3997,3313430.105,4,45,3.92,2,,
A-011-01,Bridge,342162.3587,3313429.765,5,0.64,0.6,3,,
A-011-01,Tracker,342160.3997,3313384.347,6,45,3.92,2,,
A-011-01,Dock,342160.3464,3313383.922,7,1.05,0.9,0,Central,South
A-011-01,Tracker,342160.3997,3313338.389,8,45,3.92,2,,
A-011-01,Bridge,342162.3587,3313338.049,9,0.64,0.6,3,,
A-011-01,Tracker,342160.3997,3313307.646,10,30,3.92,2,,
A-011-01,Bridge,342162.3587,3313307.306,11,0.82,0.6,3,,
A-011-01,Tracker,342160.3997,3313276.888,12,30,3.92,2,,
A-011-01,Bridge,342162.3587,3313276.548,13,0.64,0.6,3,,
A-011-01,Tracker,342160.3997,3313246.13,14,30,3.92,2,,
A-012-01,Tracker,342171.1997,3313515.671,0,45,3.92,2,,
A-012-01,Bridge,342173.1587,3313515.331,1,0.64,0.6,3,,
A-012-01,Tracker,342171.1997,3313469.913,2,45,3.92,2,,
A-012-01,Bridge,342173.1587,3313469.573,3,0.64,0.6,3,,
A-012-01,Tracker,342171.1997,3313424.155,4,45,3.92,2,,
A-012-01,Bridge,342173.1587,3313423.815,5,0.64,0.6,3,,
A-012-01,Tracker,342171.1997,3313378.397,6,45,3.92,2,,
A-012-01,Dock,342171.1464,3313377.972,7,1.05,0.9,0,Central,South
A-012-01,Tracker,342171.1997,3313332.439,8,45,3.92,2,,
A-012-01,Bridge,342173.1587,3313332.099,9,0.64,0.6,3,,
A-012-01,Tracker,342171.1997,3313301.696,10,30,3.92,2,,
A-012-01,Bridge,342173.1587,3313301.356,11,0.64,0.6,3,,
A-012-01,Tracker,342171.1997,3313270.938,12,30,3.92,2,,
A-012-01,Bridge,342173.1587,3313270.598,13,0.64,0.6,3,,
A-012-01,Tracker,342171.1997,3313240.18,14,30,3.92,2,,
A-013-01,Tracker,342181.9997,3313509.721,0,45,3.92,2,,
A-013-01,Bridge,342183.9587,3313509.381,1,0.64,0.6,3,,
A-013-01,Tracker,342181.9997,3313463.963,2,45,3.92,2,,
A-013-01,Bridge,342183.9587,3313463.623,3,0.64,0.6,3,,
A-013-01,Tracker,342181.9997,3313418.205,4,45,3.92,2,,
A-013-01,Bridge,342183.9587,3313417.865,5,0.64,0.6,3,,
A-013-01,Tracker,342181.9997,3313372.447,6,45,3.92,2,,
A-013-01,Dock,342181.9464,3313372.022,7,1.05,0.9,0,Central,South
A-013-01,Tracker,342181.9997,3313326.489,8,45,3.92,2,,
A-013-01,Bridge,342183.9587,3313326.149,9,0.82,0.6,3,,
A-013-01,Tracker,342181.9997,3313295.746,10,30,3.92,2,,
A-013-01,Bridge,342183.9587,3313295.406,11,0.64,0.6,3,,
A-013-01,Tracker,342181.9997,3313264.988,12,30,3.92,2,,
A-013-01,Bridge,342183.9587,3313264.648,13,0.64,0.6,3,,
A-013-01,Tracker,342181.9997,3313234.23,14,30,3.92,2,,
A-014-01,Tracker,342192.7997,3313503.77,0,45,3.92,2,,
A-014-01,Bridge,342194.7587,3313503.43,1,0.64,0.6,3,,
A-014-01,Tracker,342192.7997,3313458.012,2,45,3.92,2,,
A-014-01,Bridge,342194.7587,3313457.672,3,0.64,0.6,3,,
A-014-01,Tracker,342192.7997,3313412.254,4,45,3.92,2,,
A-014-01,Bridge,342194.7587,3313411.914,5,0.64,0.6,3,,
A-014-01,Tracker,342192.7997,3313366.496,6,45,3.92,2,,
A-014-01,Dock,342192.7464,3313366.071,7,1.05,0.9,0,Central,South
A-014-01,Tracker,342192.7997,3313320.538,8,45,3.92,2,,
A-014-01,Bridge,342194.7587,3313320.198,9,0.64,0.6,3,,
A-014-01,Tracker,342192.7997,3313289.795,10,30,3.92,2,,
A-014-01,Bridge,342194.7587,3313289.455,11,0.82,0.6,3,,
A-014-01,Tracker,342192.7997,3313259.037,12,30,3.92,2,,
A-014-01,Bridge,342194.7587,3313258.697,13,0.82,0.6,3,,
A-014-01,Tracker,342192.7997,3313228.279,14,30,3.92,2,,
A-015-01,Tracker,342203.5997,3313497.82,0,45,3.92,2,,
A-015-01,Bridge,342205.5587,3313497.48,1,0.64,0.6,3,,
A-015-01,Tracker,342203.5997,3313452.062,2,45,3.92,2,,
A-015-01,Bridge,342205.5587,3313451.722,3,0.64,0.6,3,,
A-015-01,Tracker,342203.5997,3313406.304,4,45,3.92,2,,
A-015-01,Bridge,342205.5587,3313405.964,5,0.64,0.6,3,,
A-015-01,Tracker,342203.5997,3313360.546,6,45,3.92,2,,
A-015-01,Dock,342203.5464,3313360.121,7,1.05,0.9,0,Central,South
A-015-01,Tracker,342203.5997,3313314.588,8,45,3.92,2,,
A-015-01,Bridge,342205.5587,3313314.248,9,0.64,0.6,3,,
A-015-01,Tracker,342203.5997,3313283.845,10,30,3.92,2,,
A-015-01,Bridge,342205.5587,3313283.505,11,0.64,0.6,3,,
A-015-01,Tracker,342203.5997,3313253.087,12,30,3.92,2,,
A-015-01,Bridge,342205.5587,3313252.747,13,0.82,0.6,3,,
A-015-01,Tracker,342203.5997,3313222.329,14,30,3.92,2,,
A-016-01,Tracker,342214.3997,3313491.87,0,45,3.92,2,,
A-016-01,Bridge,342216.3587,3313491.53,1,0.64,0.6,3,,
A-016-01,Tracker,342214.3997,3313446.112,2,45,3.92,2,,
A-016-01,Bridge,342216.3587,3313445.772,3,0.64,0.6,3,,
A-016-01,Tracker,342214.3997,3313400.354,4,45,3.92,2,,
A-016-01,Bridge,342216.3587,3313400.014,5,0.64,0.6,3,,
A-016-01,Tracker,342214.3997,3313354.596,6,45,3.92,2,,
A-016-01,Dock,342214.3464,3313354.171,7,1.05,0.9,0,Central,South
A-016-01,Tracker,342214.3997,3313308.638,8,45,3.92,2,,
A-016-01,Bridge,342216.3587,3313308.298,9,0.64,0.6,3,,
A-016-01,Tracker,342214.3997,3313277.895,10,30,3.92,2,,
A-016-01,Bridge,342216.3587,3313277.555,11,0.64,0.6,3,,
A-016-01,Tracker,342214.3997,3313247.137,12,30,3.92,2,,
A-016-01,Bridge,342216.3587,3313246.797,13,0.82,0.6,3,,
A-016-01,Tracker,342214.3997,3313216.379,14,30,3.92,2,,
A-017-01,Tracker,342225.1997,3313485.92,0,45,3.92,2,,
A-017-01,Bridge,342227.1587,3313485.58,1,0.64,0.6,3,,
A-017-01,Tracker,342225.1997,3313440.162,2,45,3.92,2,,
A-017-01,Bridge,342227.1587,3313439.822,3,0.64,0.6,3,,
A-017-01,Tracker,342225.1997,3313394.404,4,45,3.92,2,,
A-017-01,Bridge,342227.1587,3313394.064,5,0.64,0.6,3,,
A-017-01,Tracker,342225.1997,3313348.646,6,45,3.92,2,,
A-017-01,Dock,342225.1464,3313348.221,7,1.05,0.9,0,Central,South
A-017-01,Tracker,342225.1997,3313302.688,8,45,3.92,2,,
A-017-01,Bridge,342227.1587,3313302.348,9,0.64,0.6,3,,
A-017-01,Tracker,342225.1997,3313271.945,10,30,3.92,2,,
A-017-01,Bridge,342227.1587,3313271.605,11,0.82,0.6,3,,
A-017-01,Tracker,342225.1997,3313241.187,12,30,3.92,2,,
A-017-01,Bridge,342227.1587,3313240.847,13,0.64,0.6,3,,
A-017-01,Tracker,342225.1997,3313210.429,14,30,3.92,2,,
A-018-01,Tracker,342235.9997,3313479.97,0,45,3.92,2,,
A-018-01,Bridge,342237.9587,3313479.63,1,0.64,0.6,3,,
A-018-01,Tracker,342235.9997,3313434.212,2,45,3.92,2,,
A-018-01,Bridge,342237.9587,3313433.872,3,0.64,0.6,3,,
A-018-01,Tracker,342235.9997,3313388.454,4,45,3.92,2,,
A-018-01,Bridge,342237.9587,3313388.114,5,0.64,0.6,3,,
A-018-01,Tracker,342235.9997,3313342.696,6,45,3.92,2,,
A-018-01,Dock,342235.9464,3313342.271,7,1.05,0.9,0,Central,South
A-018-01,Tracker,342235.9997,3313296.738,8,45,3.92,2,,
A-018-01,Bridge,342237.9587,3313296.398,9,0.82,0.6,3,,
A-018-01,Tracker,342235.9997,3313265.995,10,30,3.92,2,,
A-018-01,Bridge,342237.9587,3313265.655,11,0.82,0.6,3,,
A-018-01,Tracker,342235.9997,3313235.237,12,30,3.92,2,,
A-018-01,Bridge,342237.9587,3313234.897,13,0.82,0.6,3,,
A-018-01,Tracker,342235.9997,3313204.479,14,30,3.92,2,,
A-019-01,Tracker,342246.7997,3313474.02,0,45,3.92,2,,
A-019-01,Bridge,342248.7587,3313473.68,1,0.64,0.6,3,,
A-019-01,Tracker,342246.7997,3313428.262,2,45,3.92,2,,
A-019-01,Bridge,342248.7587,3313427.922,3,0.64,0.6,3,,
A-019-01,Tracker,342246.7997,3313382.504,4,45,3.92,2,,
A-019-01,Bridge,342248.7587,3313382.164,5,0.64,0.6,3,,
A-019-01,Tracker,342246.7997,3313336.746,6,45,3.92,2,,
A-019-01,Dock,342246.7464,3313336.321,7,1.05,0.9,0,Central,South
A-019-01,Tracker,342246.7997,3313290.788,8,45,3.92,2,,
A-019-01,Bridge,342248.7587,3313290.448,9,0.64,0.6,3,,
A-019-01,Tracker,342246.7997,3313260.045,10,30,3.92,2,,
A-019-01,Bridge,342248.7587,3313259.705,11,0.64,0.6,3,,
A-019-01,Tracker,342246.7997,3313229.287,12,30,3.92,2,,
A-019-01,Bridge,342248.7587,3313228.947,13,0.82,0.6,3,,
A-019-01,Tracker,342246.7997,3313198.529,14,30,3.92,2,,
A-020-01,Tracker,342257.5997,3313468.07,0,45,3.92,2,,
A-020-01,Bridge,342259.5587,3313467.73,1,0.64,0.6,3,,
A-020-01,Tracker,342257.5997,3313422.312,2,45,3.92,2,,
A-020-01,Bridge,342259.5587,3313421.972,3,0.64,0.6,3,,
A-020-01,Tracker,342257.5997,3313376.554,4,45,3.92,2,,
A-020-01,Bridge,342259.5587,3313376.214,5,0.64,0.6,3,,
A-020-01,Tracker,342257.5997,3313330.796,6,45,3.92,2,,
A-020-01,Dock,342257.5464,3313330.371,7,1.05,0.9,0,Central,South
A-020-01,Tracker,342257.5997,3313284.838,8,45,3.92,2,,
A-020-01,Bridge,342259.5587,3313284.498,9,0.64,0.6,3,,
A-020-01,Tracker,342257.5997,3313239.08,10,45,3.92,2,,
A-021-01,Tracker,342268.3997,3313462.12,0,45,3.92,2,,
A-021-01,Bridge,342270.3587,3313461.78,1,0.64,0.6,3,,
A-021-01,Tracker,342268.3997,3313416.362,2,45,3.92,2,,
A-021-01,Bridge,342270.3587,3313416.022,3,0.64,0.6,3,,
A-021-01,Tracker,342268.3997,3313370.604,4,45,3.92,2,,
A-021-01,Bridge,342270.3587,3313370.264,5,0.64,0.6,3,,
A-021-01,Tracker,342268.3997,3313324.846,6,45,3.92,2,,
A-021-01,Dock,342268.3464,3313324.421,7,1.05,0.9,0,Central,South
A-021-01,Tracker,342268.3997,3313278.888,8,45,3.92,2,,
A-021-01,Bridge,342270.3587,3313278.548,9,0.64,0.6,3,,
A-021-01,Tracker,342268.3997,3313248.145,10,30,3.92,2,,
A-021-01,Bridge,342270.3587,3313247.805,11,0.82,0.6,3,,
A-021-01,Tracker,342268.3997,3313217.387,12,30,3.92,2,,
A-021-01,Bridge,342270.3587,3313217.047,13,0.64,0.6,3,,
A-021-01,Tracker,342268.3997,3313186.629,14,30,3.92,2,,
A-022-01,Tracker,342279.1997,3313456.17,0,45,3.92,2,,
A-022-01,Bridge,342281.1587,3313455.83,1,0.64,0.6,3,,
A-022-01,Tracker,342279.1997,3313410.412,2,45,3.92,2,,
A-022-01,Bridge,342281.1587,3313410.072,3,0.64,0.6,3,,
A-022-01,Tracker,342279.1997,3313364.654,4,45,3.92,2,,
A-022-01,Bridge,342281.1587,3313364.314,5,0.64,0.6,3,,
A-022-01,Tracker,342279.1997,3313318.896,6,45,3.92,2,,
A-022-01,Dock,342279.1464,3313318.471,7,1.05,0.9,0,Central,South
A-022-01,Tracker,342279.1997,3313272.938,8,45,3.92,2,,
A-022-01,Bridge,342281.1587,3313272.598,9,0.64,0.6,3,,
A-022-01,Tracker,342279.1997,3313242.195,10,30,3.92,2,,
A-022-01,Bridge,342281.1587,3313241.855,11,0.64,0.6,3,,
A-022-01,Tracker,342279.1997,3313211.437,12,30,3.92,2,,
A-022-01,Bridge,342281.1587,3313211.097,13,0.82,0.6,3,,
A-022-01,Tracker,342279.1997,3313180.679,14,30,3.92,2,,
A-023-01,Tracker,342289.9997,3313450.22,0,45,3.92,2,,
A-023-01,Bridge,342291.9587,3313449.88,1,0.64,0.6,3,,
A-023-01,Tracker,342289.9997,3313404.462,2,45,3.92,2,,
A-023-01,Bridge,342291.9587,3313404.122,3,0.64,0.6,3,,
A-023-01,Tracker,342289.9997,3313358.704,4,45,3.92,2,,
A-023-01,Bridge,342291.9587,3313358.364,5,0.64,0.6,3,,
A-023-01,Tracker,342289.9997,3313312.946,6,45,3.92,2,,
A-023-01,Dock,342289.9464,3313312.521,7,1.05,0.9,0,Central,South
A-023-01,Tracker,342289.9997,3313266.988,8,45,3.92,2,,
A-023-01,Bridge,342291.9587,3313266.648,9,0.64,0.6,3,,
A-023-01,Tracker,342289.9997,3313236.245,10,30,3.92,2,,
A-023-01,Bridge,342291.9587,3313235.905,11,0.64,0.6,3,,
A-023-01,Tracker,342289.9997,3313205.487,12,30,3.92,2,,
A-023-01,Bridge,342291.9587,3313205.147,13,0.64,0.6,3,,
A-023-01,Tracker,342289.9997,3313174.729,14,30,3.92,2,,
A-024-01,Tracker,342300.7997,3313444.269,0,45,3.92,2,,
A-024-01,Bridge,342302.7587,3313443.929,1,0.64,0.6,3,,
A-024-01,Tracker,342300.7997,3313398.511,2,45,3.92,2,,
A-024-01,Bridge,342302.7587,3313398.171,3,0.64,0.6,3,,
A-024-01,Tracker,342300.7997,3313352.753,4,45,3.92,2,,
A-024-01,Bridge,342302.7587,3313352.413,5,0.64,0.6,3,,
A-024-01,Tracker,342300.7997,3313306.995,6,45,3.92,2,,
A-024-01,Dock,342300.7464,3313306.57,7,1.05,0.9,0,Central,South
A-024-01,Tracker,342300.7997,3313261.037,8,45,3.92,2,,
A-024-01,Bridge,342302.7587,3313260.697,9,0.64,0.6,3,,
A-024-01,Tracker,342300.7997,3313230.294,10,30,3.92,2,,
A-024-01,Bridge,342302.7587,3313229.954,11,0.82,0.6,3,,
A-024-01,Tracker,342300.7997,3313199.536,12,30,3.92,2,,
A-024-01,Bridge,342302.7587,3313199.196,13,0.64,0.6,3,,
A-024-01,Tracker,342300.7997,3313168.778,14,30,3.92,2,,
A-025-01,Tracker,342311.5997,3313438.319,0,45,3.92,2,,
A-025-01,Dock,342311.5464,3313437.894,1,1.05,0.9,0,Central,South
A-025-01,Tracker,342311.5997,3313392.361,2,45,3.92,2,,
A-026-01,Tracker,342322.3997,3313432.369,0,45,3.92,2,,
A-026-01,Bridge,342324.3587,3313432.029,1,0.64,0.6,3,,
A-026-01,Tracker,342322.3997,3313386.611,2,45,3.92,2,,
A-026-01,Bridge,342324.3587,3313386.271,3,0.64,0.6,3,,
A-026-01,Tracker,342322.3997,3313340.853,4,45,3.92,2,,
A-026-01,Bridge,342324.3587,3313340.513,5,0.64,0.6,3,,
A-026-01,Tracker,342322.3997,3313295.095,6,45,3.92,2,,
A-026-01,Dock,342322.3464,3313294.67,7,1.05,0.9,0,Central,South
A-026-01,Tracker,342322.3997,3313249.137,8,45,3.92,2,,
A-026-01,Bridge,342324.3587,3313248.797,9,0.64,0.6,3,,
A-026-01,Tracker,342322.3997,3313218.394,10,30,3.92,2,,
A-026-01,Bridge,342324.3587,3313218.054,11,0.64,0.6,3,,
A-026-01,Tracker,342322.3997,3313187.636,12,30,3.92,2,,
A-026-01,Bridge,342324.3587,3313187.296,13,0.82,0.6,3,,
A-026-01,Tracker,342322.3997,3313156.878,14,30,3.92,2,,
A-027-01,Tracker,342333.1997,3313426.419,0,45,3.92,2,,
A-027-01,Bridge,342335.1587,3313426.079,1,0.64,0.6,3,,
A-027-01,Tracker,342333.1997,3313380.661,2,45,3.92,2,,
A-027-01,Bridge,342335.1587,3313380.321,3,0.64,0.6,3,,
A-027-01,Tracker,342333.1997,3313334.903,4,45,3.92,2,,
A-027-01,Bridge,342335.1587,3313334.563,5,0.64,0.6,3,,
A-027-01,Tracker,342333.1997,3313289.145,6,45,3.92,2,,
A-027-01,Dock,342333.1464,3313288.72,7,1.05,0.9,0,Central,South
A-027-01,Tracker,342333.1997,3313243.187,8,45,3.92,2,,
A-027-01,Bridge,342335.1587,3313242.847,9,0.64,0.6,3,,
A-027-01,Tracker,342333.1997,3313212.444,10,30,3.92,2,,
A-027-01,Bridge,342335.1587,3313212.104,11,0.64,0.6,3,,
A-027-01,Tracker,342333.1997,3313181.686,12,30,3.92,2,,
A-027-01,Bridge,342335.1587,3313181.346,13,0.64,0.6,3,,
A-027-01,Tracker,342333.1997,3313150.928,14,30,3.92,2,,
A-028-01,Tracker,342343.9997,3313420.469,0,45,3.92,2,,
A-028-01,Bridge,342345.9587,3313420.129,1,0.64,0.6,3,,
A-028-01,Tracker,342343.9997,3313374.711,2,45,3.92,2,,
A-028-01,Bridge,342345.9587,3313374.371,3,0.64,0.6,3,,
A-028-01,Tracker,342343.9997,3313328.953,4,45,3.92,2,,
A-028-01,Bridge,342345.9587,3313328.613,5,0.64,0.6,3,,
A-028-01,Tracker,342343.9997,3313283.195,6,45,3.92,2,,
A-028-01,Dock,342343.9464,3313282.77,7,1.05,0.9,0,Central,South
A-028-01,Tracker,342343.9997,3313237.237,8,45,3.92,2,,
A-028-01,Bridge,342345.9587,3313236.897,9,0.64,0.6,3,,
A-028-01,Tracker,342343.9997,3313206.494,10,30,3.92,2,,
A-028-01,Bridge,342345.9587,3313206.154,11,0.64,0.6,3,,
A-028-01,Tracker,342343.9997,3313175.736,12,30,3.92,2,,
A-028-01,Bridge,342345.9587,3313175.396,13,0.82,0.6,3,,
A-028-01,Tracker,342343.9997,3313144.978,14,30,3.92,2,,
A-029-01,Tracker,342354.7997,3313414.519,0,45,3.92,2,,
A-029-01,Bridge,342356.7587,3313414.179,1,0.64,0.6,3,,
A-029-01,Tracker,342354.7997,3313368.761,2,45,3.92,2,,
A-029-01,Bridge,342356.7587,3313368.421,3,0.64,0.6,3,,
A-029-01,Tracker,342354.7997,3313323.003,4,45,3.92,2,,
A-029-01,Bridge,342356.7587,3313322.663,5,0.64,0.6,3,,
A-029-01,Tracker,342354.7997,3313277.245,6,45,3.92,2,,
A-029-01,Dock,342354.7464,3313276.82,7,1.05,0.9,0,Central,South
A-029-01,Tracker,342354.7997,3313231.287,8,45,3.92,2,,
A-029-01,Bridge,342356.7587,3313230.947,9,0.64,0.6,3,,
A-029-01,Tracker,342354.7997,3313200.544,10,30,3.92,2,,
A-029-01,Bridge,342356.7587,3313200.204,11,0.64,0.6,3,,
A-029-01,Tracker,342354.7997,3313169.786,12,30,3.92,2,,
A-029-01,Bridge,342356.7587,3313169.446,13,0.64,0.6,3,,
A-029-01,Tracker,342354.7997,3313139.028,14,30,3.92,2,,
A-030-01,Tracker,342365.5997,3313408.569,0,45,3.92,2,,
A-030-01,Bridge,342367.5587,3313408.229,1,0.64,0.6,3,,
A-030-01,Tracker,342365.5997,3313362.811,2,45,3.92,2,,
A-030-01,Bridge,342367.5587,3313362.471,3,0.64,0.6,3,,
A-030-01,Tracker,342365.5997,3313317.053,4,45,3.92,2,,
A-030-01,Bridge,342367.5587,3313316.713,5,0.64,0.6,3,,
A-030-01,Tracker,342365.5997,3313271.295,6,45,3.92,2,,
A-030-01,Dock,342365.5464,3313270.87,7,1.05,0.9,0,Central,South
A-030-01,Tracker,342365.5997,3313225.337,8,45,3.92,2,,
A-030-01,Bridge,342367.5587,3313224.997,9,0.64,0.6,3,,
A-030-01,Tracker,342365.5997,3313194.594,10,30,3.92,2,,
A-030-01,Bridge,342367.5587,3313194.254,11,0.64,0.6,3,,
A-030-01,Tracker,342365.5997,3313163.836,12,30,3.92,2,,
A-030-01,Bridge,342367.5587,3313163.496,13,0.82,0.6,3,,
A-030-01,Tracker,342365.5997,3313133.078,14,30,3.92,2,,
A-031-01,Tracker,342376.3997,3313402.619,0,45,3.92,2,,
A-031-01,Bridge,342378.3587,3313402.279,1,0.64,0.6,3,,
A-031-01,Tracker,342376.3997,3313356.861,2,45,3.92,2,,
A-031-01,Bridge,342378.3587,3313356.521,3,0.64,0.6,3,,
A-031-01,Tracker,342376.3997,3313311.103,4,45,3.92,2,,
A-031-01,Bridge,342378.3587,3313310.763,5,0.64,0.6,3,,
A-031-01,Tracker,342376.3997,3313265.345,6,45,3.92,2,,
A-031-01,Dock,342376.3464,3313264.92,7,1.05,0.9,0,Central,South
A-031-01,Tracker,342376.3997,3313219.387,8,45,3.92,2,,
A-031-01,Bridge,342378.3587,3313219.047,9,0.64,0.6,3,,
A-031-01,Tracker,342376.3997,3313188.644,10,30,3.92,2,,
A-031-01,Bridge,342378.3587,3313188.304,11,0.82,0.6,3,,
A-031-01,Tracker,342376.3997,3313157.886,12,30,3.92,2,,
A-031-01,Bridge,342378.3587,3313157.546,13,0.64,0.6,3,,
A-031-01,Tracker,342376.3997,3313127.128,14,30,3.92,2,,
A-032-01,Tracker,342387.1997,3313396.669,0,45,3.92,2,,
A-032-01,Bridge,342389.1587,3313396.329,1,0.64,0.6,3,,
A-032-01,Tracker,342387.1997,3313350.911,2,45,3.92,2,,
A-032-01,Bridge,342389.1587,3313350.571,3,0.64,0.6,3,,
A-032-01,Tracker,342387.1997,3313305.153,4,45,3.92,2,,
A-032-01,Bridge,342389.1587,3313304.813,5,0.64,0.6,3,,
A-032-01,Tracker,342387.1997,3313259.395,6,45,3.92,2,,
A-032-01,Dock,342387.1464,3313258.97,7,0.75,0.9,0,Central,South
A-032-01,Tracker,342387.1997,3313213.437,8,45,3.92,2,,
A-032-01,Bridge,342389.1587,3313213.097,9,0.64,0.6,3,,
A-032-01,Tracker,342387.1997,3313182.694,10,30,3.92,2,,
A-032-01,Bridge,342389.1587,3313182.354,11,0.64,0.6,3,,
A-032-01,Tracker,342387.1997,3313151.936,12,30,3.92,2,,
A-032-01,Bridge,342389.1587,3313151.596,13,0.64,0.6,3,,
A-032-01,Tracker,342387.1997,3313121.178,14,30,3.92,2,,
A-033-01,Tracker,342397.9997,3313390.719,0,45,3.92,2,,
A-033-01,Bridge,342399.9587,3313390.379,1,0.64,0.6,3,,
A-033-01,Tracker,342397.9997,3313344.961,2,45,3.92,2,,
A-033-01,Bridge,342399.9587,3313344.621,3,0.64,0.6,3,,
A-033-01,Tracker,342397.9997,3313299.203,4,45,3.92,2,,
A-033-01,Bridge,342399.9587,3313298.863,5,0.64,0.6,3,,
A-033-01,Tracker,342397.9997,3313253.445,6,45,3.92,2,,
A-033-01,Dock,342397.9464,3313253.02,7,1.05,0.9,0,Central,South
A-033-01,Tracker,342397.9997,3313207.487,8,45,3.92,2,,
A-033-01,Bridge,342399.9587,3313207.147,9,0.64,0.6,3,,
A-033-01,Tracker,342397.9997,3313176.744,10,30,3.92,2,,
A-033-01,Bridge,342399.9587,3313176.404,11,0.64,0.6,3,,
A-033-01,Tracker,342397.9997,3313145.986,12,30,3.92,2,,
A-033-01,Bridge,342399.9587,3313145.646,13,0.82,0.6,3,,
A-033-01,Tracker,342397.9997,3313115.228,14,30,3.92,2,,
A-034-01,Tracker,342408.7997,3313384.769,0,45,3.92,2,,
A-034-01,Bridge,342410.7587,3313384.429,1,0.64,0.6,3,,
A-034-01,Tracker,342408.7997,3313339.011,2,45,3.92,2,,
A-034-01,Bridge,342410.7587,3313338.671,3,0.64,0.6,3,,
A-034-01,Tracker,342408.7997,3313293.253,4,45,3.92,2,,
A-034-01,Bridge,342410.7587,3313292.913,5,0.64,0.6,3,,
A-034-01,Tracker,342408.7997,3313247.495,6,45,3.92,2,,
A-034-01,Dock,342408.7464,3313247.07,7,1.05,0.9,0,Central,South
A-034-01,Tracker,342408.7997,3313201.537,8,45,3.92,2,,
A-034-01,Bridge,342410.7587,3313201.197,9,0.64,0.6,3,,
A-034-01,Tracker,342408.7997,3313170.794,10,30,3.92,2,,
A-034-01,Bridge,342410.7587,3313170.454,11,0.82,0.6,3,,
A-034-01,Tracker,342408.7997,3313140.036,12,30,3.92,2,,
A-034-01,Bridge,342410.7587,3313139.696,13,0.64,0.6,3,,
A-034-01,Tracker,342408.7997,3313109.278,14,30,3.92,2,,
A-035-01,Tracker,342419.5997,3313378.818,0,45,3.92,2,,
A-035-01,Bridge,342421.5587,3313378.478,1,0.64,0.6,3,,
A-035-01,Tracker,342419.5997,3313333.06,2,45,3.92,2,,
A-035-01,Bridge,342421.5587,3313332.72,3,0.64,0.6,3,,
A-035-01,Tracker,342419.5997,3313287.302,4,45,3.92,2,,
A-035-01,Bridge,342421.5587,3313286.962,5,0.64,0.6,3,,
A-035-01,Tracker,342419.5997,3313241.544,6,45,3.92,2,,
A-035-01,Dock,342419.5464,3313241.119,7,1.05,0.9,0,Central,South
A-035-01,Tracker,342419.5997,3313195.586,8,45,3.92,2,,
A-035-01,Bridge,342421.5587,3313195.246,9,0.82,0.6,3,,
A-035-01,Tracker,342419.5997,3313164.843,10,30,3.92,2,,
A-035-01,Bridge,342421.5587,3313164.503,11,0.64,0.6,3,,
A-035-01,Tracker,342419.5997,3313134.085,12,30,3.92,2,,
A-035-01,Bridge,342421.5587,3313133.745,13,0.64,0.6,3,,
A-035-01,Tracker,342419.5997,3313103.327,14,30,3.92,2,,
A-036-01,Tracker,342430.3997,3313372.868,0,45,3.92,2,,
A-036-01,Bridge,342432.3587,3313372.528,1,0.64,0.6,3,,
A-036-01,Tracker,342430.3997,3313327.11,2,45,3.92,2,,
A-036-01,Bridge,342432.3587,3313326.77,3,0.64,0.6,3,,
A-036-01,Tracker,342430.3997,3313281.352,4,45,3.92,2,,
A-036-01,Bridge,342432.3587,3313281.012,5,0.64,0.6,3,,
A-036-01,Tracker,342430.3997,3313235.594,6,45,3.92,2,,
A-036-01,Dock,342430.3464,3313235.169,7,1.05,0.9,0,Central,South
A-036-01,Tracker,342430.3997,3313189.636,8,45,3.92,2,,
A-036-01,Bridge,342432.3587,3313189.296,9,0.64,0.6,3,,
A-036-01,Tracker,342430.3997,3313158.893,10,30,3.92,2,,
A-036-01,Bridge,342432.3587,3313158.553,11,0.64,0.6,3,,
A-036-01,Tracker,342430.3997,3313128.135,12,30,3.92,2,,
A-036-01,Bridge,342432.3587,3313127.795,13,0.82,0.6,3,,
A-036-01,Tracker,342430.3997,3313097.377,14,30,3.92,2,,
A-037-01,Tracker,342441.1997,3313366.918,0,45,3.92,2,,
A-037-01,Bridge,342443.1587,3313366.578,1,0.64,0.6,3,,
A-037-01,Tracker,342441.1997,3313321.16,2,45,3.92,2,,
A-037-01,Bridge,342443.1587,3313320.82,3,0.64,0.6,3,,
A-037-01,Tracker,342441.1997,3313275.402,4,45,3.92,2,,
A-037-01,Bridge,342443.1587,3313275.062,5,0.64,0.6,3,,
A-037-01,Tracker,342441.1997,3313229.644,6,45,3.92,2,,
A-037-01,Dock,342441.1464,3313229.219,7,1.05,0.9,0,Central,South
A-037-01,Tracker,342441.1997,3313183.686,8,45,3.92,2,,
A-037-01,Bridge,342443.1587,3313183.346,9,0.82,0.6,3,,
A-037-01,Tracker,342441.1997,3313152.943,10,30,3.92,2,,
A-037-01,Bridge,342443.1587,3313152.603,11,0.82,0.6,3,,
A-037-01,Tracker,342441.1997,3313122.185,12,30,3.92,2,,
