Block,Array,Row,Entity,Entity Name,Position X,Position Y,Area,Gap,Soltec Name,Full,docking,tracker length,bridge type
E,E-031,E-031-01,Tracker,E-031-01-T01/01,341361.1997,3310114.906,120,,TR 02.A.06.7,ANG2-E-031-01-T01/01,,30,
E,E-031,E-031-01,Bridge,E-031-01-B01/02,341363.1587,3310114.566,,40-64,,ANG2-E-031-01-B01/02,,,small
E,E-031,E-031-01,Tracker,E-031-01-T02/03,341361.1997,3310084.148,120,,TR 02.A.06.5,ANG2-E-031-01-T02/03,,30,
E,E-031,E-031-01,Bridge,E-031-01-B02/04,341363.1587,3310083.808,,40-64,,ANG2-E-031-01-B02/04,,,small
E,E-031,E-031-01,Tracker,E-031-01-T03/05,341361.1997,3310038.375,180,,TR 02.A.06.4,ANG2-E-031-01-T03/05,,45,
E,E-031,E-031-01,Dock,E-031-01-D01/06,341361.1997,3310037.95,,76-105,,ANG2-E-031-01-D01/06,central,,
E,E-031,E-031-01,Tracker,E-031-01-T04/07,341361.1997,3309992.417,180,,TR 02.A.06.3,ANG2-E-031-01-T04/07,,45,
E,E-031,E-031-01,Bridge,E-031-01-B03/08,341363.1587,3309992.077,,40-64,,ANG2-E-031-01-B03/08,,,small
E,E-031,E-031-01,Tracker,E-031-01-T05/09,341361.1997,3309946.659,180,,TR 02.A.05.2,ANG2-E-031-01-T05/09,,45,
E,E-031,E-031-01,Bridge,E-031-01-B04/10,341363.1587,3309946.319,,40-64,,ANG2-E-031-01-B04/10,,,small
E,E-031,E-031-01,Tracker,E-031-01-T06/11,341361.1997,3309900.901,180,,TR 02.A.05.1,ANG2-E-031-01-T06/11,,45,
E,E-031,,Gap,-G01/01,341363.1587,3309900.561,,40-64,,ANG2--G01/01,,,
E,E-031,E-031-02,Tracker,E-031-02-T01/01,341361.1997,3309855.143,180,,TR 02.A.14.3,ANG2-E-031-02-T01/01,,45,
E,E-031,E-031-02,Bridge,E-031-02-B01/02,341363.1587,3309854.803,,40-64,,ANG2-E-031-02-B01/02,,,small
E,E-031,E-031-02,Tracker,E-031-02-T02/03,341361.1997,3309809.385,180,,TR 02.A.14.2,ANG2-E-031-02-T02/03,,45,
E,E-031,E-031-02,Bridge,E-031-02-B02/04,341363.1587,3309809.045,,65-82,,ANG2-E-031-02-B02/04,,,normal
E,E-031,E-031-02,Tracker,E-031-02-T03/05,341361.1997,3309763.427,180,,TR 02.A.14.1,ANG2-E-031-02-T03/05,,45,
E,E-031,E-031-02,Bridge,E-031-02-B03/06,341363.1587,3309763.087,,40-64,,ANG2-E-031-02-B03/06,,,small
E,E-031,E-031-02,Tracker,E-031-02-T04/07,341361.1997,3309732.684,120,,TR 02.A.14.5,ANG2-E-031-02-T04/07,,30,
E,E-031,E-031-02,Bridge,E-031-02-B04/08,341363.1587,3309732.344,,40-64,,ANG2-E-031-02-B04/08,,,small
E,E-031,E-031-02,Dock,E-031-02-D01/09,341361.1997,3309702.381,,Edge,,ANG2-E-031-02-D01/09,edge,,
E,E-031,E-031-02,Tracker,E-031-02-T05/10,341361.1997,3309701.926,120,,TR 02.A.13.7,ANG2-E-031-02-T05/10,,30,
E,E-032,E-032-01,Tracker,E-032-01-T01/01,341371.9997,3310133.903,120,,TR 02.A.04.7,ANG2-E-032-01-T01/01,,30,
E,E-032,E-032-01,Bridge,E-032-01-B01/02,341373.9587,3310133.563,,65-82,,ANG2-E-032-01-B01/02,,,normal
E,E-032,E-032-01,Tracker,E-032-01-T02/03,341371.9997,3310103.145,120,,TR 02.A.04.6,ANG2-E-032-01-T02/03,,30,
E,E-032,E-032-01,Bridge,E-032-01-B02/04,341373.9587,3310102.805,,65-82,,ANG2-E-032-01-B02/04,,,normal
E,E-032,E-032-01,Tracker,E-032-01-T03/05,341371.9997,3310057.372,180,,TR 02.A.05.6,ANG2-E-032-01-T03/05,,45,
E,E-032,E-032-01,Dock,E-032-01-D01/06,341371.9997,3310056.947,,72-75,,ANG2-E-032-01-D01/06,central,,
E,E-032,E-032-01,Tracker,E-032-01-T04/07,341371.9997,3310011.414,180,,TR 02.A.05.5,ANG2-E-032-01-T04/07,,45,
E,E-032,E-032-01,Bridge,E-032-01-B03/08,341373.9587,3310011.074,,40-64,,ANG2-E-032-01-B03/08,,,small
E,E-032,E-032-01,Tracker,E-032-01-T05/09,341371.9997,3309965.656,180,,TR 02.A.05.4,ANG2-E-032-01-T05/09,,45,
E,E-032,E-032-01,Bridge,E-032-01-B04/10,341373.9587,3309965.316,,40-64,,ANG2-E-032-01-B04/10,,,small
E,E-032,E-032-01,Tracker,E-032-01-T06/11,341371.9997,3309919.898,180,,TR 02.A.05.3,ANG2-E-032-01-T06/11,,45,
E,E-032,,Gap,-G01/01,341373.9587,3309919.558,,40-64,,ANG2--G01/01,,,
E,E-032,E-032-02,Tracker,E-032-02-T01/01,341371.9997,3309874.14,180,,TR 02.A.15.2,ANG2-E-032-02-T01/01,,45,
E,E-032,E-032-02,Bridge,E-032-02-B01/02,341373.9587,3309873.8,,40-64,,ANG2-E-032-02-B01/02,,,small
E,E-032,E-032-02,Tracker,E-032-02-T02/03,341371.9997,3309828.382,180,,TR 02.A.15.1,ANG2-E-032-02-T02/03,,45,
E,E-032,E-032-02,Dock,E-032-02-D01/04,341371.9997,3309827.957,,76-105,,ANG2-E-032-02-D01/04,central,,
E,E-032,E-032-02,Tracker,E-032-02-T03/05,341371.9997,3309782.424,180,,TR 02.A.14.4,ANG2-E-032-02-T03/05,,45,
E,E-032,E-032-02,Bridge,E-032-02-B02/06,341373.9587,3309782.084,,40-64,,ANG2-E-032-02-B02/06,,,small
E,E-032,E-032-02,Tracker,E-032-02-T04/07,341371.9997,3309751.681,120,,TR 02.A.14.7,ANG2-E-032-02-T04/07,,30,
E,E-032,E-032-02,Bridge,E-032-02-B03/08,341373.9587,3309751.341,,65-82,,ANG2-E-032-02-B03/08,,,normal
E,E-032,E-032-02,Tracker,E-032-02-T05/09,341371.9997,3309720.923,120,,TR 02.A.14.6,ANG2-E-032-02-T05/09,,30,
E,E-033,E-033-01,Tracker,E-033-01-T01/01,341382.7997,3310152.901,120,,TR 02.A.03.6,ANG2-E-033-01-T01/01,,30,
E,E-033,E-033-01,Bridge,E-033-01-B01/02,341384.7587,3310152.561,,40-64,,ANG2-E-033-01-B01/02,,,small
E,E-033,E-033-01,Tracker,E-033-01-T02/03,341382.7997,3310122.143,120,,TR 02.A.04.5,ANG2-E-033-01-T02/03,,30,
E,E-033,E-033-01,Bridge,E-033-01-B02/04,341384.7587,3310121.803,,40-64,,ANG2-E-033-01-B02/04,,,small
E,E-033,E-033-01,Tracker,E-033-01-T03/05,341382.7997,3310076.37,180,,TR 02.A.04.4,ANG2-E-033-01-T03/05,,45,
E,E-033,E-033-01,Dock,E-033-01-D01/06,341382.7997,3310075.945,,72-75,,ANG2-E-033-01-D01/06,central,,
E,E-033,E-033-01,Tracker,E-033-01-T04/07,341382.7997,3310030.412,180,,TR 02.A.04.3,ANG2-E-033-01-T04/07,,45,
E,E-033,E-033-01,Bridge,E-033-01-B03/08,341384.7587,3310030.072,,40-64,,ANG2-E-033-01-B03/08,,,small
E,E-033,E-033-01,Tracker,E-033-01-T05/09,341382.7997,3309984.654,180,,TR 02.A.04.2,ANG2-E-033-01-T05/09,,45,
E,E-033,E-033-01,Bridge,E-033-01-B04/10,341384.7587,3309984.314,,40-64,,ANG2-E-033-01-B04/10,,,small
E,E-033,E-033-01,Tracker,E-033-01-T06/11,341382.7997,3309938.896,180,,TR 02.A.04.1,ANG2-E-033-01-T06/11,,45,
E,E-033,,Gap,-G01/01,341384.7587,3309938.556,,40-64,,ANG2--G01/01,,,
E,E-033,E-033-02,Tracker,E-033-02-T01/01,341382.7997,3309893.138,180,,TR 02.A.15.5,ANG2-E-033-02-T01/01,,45,
E,E-033,E-033-02,Bridge,E-033-02-B01/02,341384.7587,3309892.798,,40-64,,ANG2-E-033-02-B01/02,,,small
E,E-033,E-033-02,Tracker,E-033-02-T02/03,341382.7997,3309847.38,180,,TR 02.A.15.4,ANG2-E-033-02-T02/03,,45,
E,E-033,E-033-02,Dock,E-033-02-D01/04,341382.7997,3309846.955,,76-105,,ANG2-E-033-02-D01/04,central,,
E,E-033,E-033-02,Tracker,E-033-02-T03/05,341382.7997,3309801.422,180,,TR 02.A.15.3,ANG2-E-033-02-T03/05,,45,
E,E-033,E-033-02,Bridge,E-033-02-B02/06,341384.7587,3309801.082,,65-82,,ANG2-E-033-02-B02/06,,,normal
E,E-033,E-033-02,Tracker,E-033-02-T04/07,341382.7997,3309770.679,120,,TR 02.A.15.7,ANG2-E-033-02-T04/07,,30,
E,E-033,E-033-02,Bridge,E-033-02-B03/08,341384.7587,3309770.339,,40-64,,ANG2-E-033-02-B03/08,,,small
E,E-033,E-033-02,Tracker,E-033-02-T05/09,341382.7997,3309739.921,120,,TR 02.A.15.6,ANG2-E-033-02-T05/09,,30,
E,E-034,E-034-01,Tracker,E-034-01-T01/01,341393.5997,3310171.899,120,,TR 02.A.03.7,ANG2-E-034-01-T01/01,,30,
E,E-034,E-034-01,Bridge,E-034-01-B01/02,341395.5587,3310171.559,,40-64,,ANG2-E-034-01-B01/02,,,small
E,E-034,E-034-01,Tracker,E-034-01-T02/03,341393.5997,3310141.141,120,,TR 02.A.03.5,ANG2-E-034-01-T02/03,,30,
E,E-034,E-034-01,Bridge,E-034-01-B02/04,341395.5587,3310140.801,,65-82,,ANG2-E-034-01-B02/04,,,normal
E,E-034,E-034-01,Tracker,E-034-01-T03/05,341393.5997,3310095.368,180,,TR 02.A.03.4,ANG2-E-034-01-T03/05,,45,
E,E-034,E-034-01,Dock,E-034-01-D01/06,341393.5997,3310094.943,,72-75,,ANG2-E-034-01-D01/06,central,,
E,E-034,E-034-01,Tracker,E-034-01-T04/07,341393.5997,3310049.41,180,,TR 02.A.03.3,ANG2-E-034-01-T04/07,,45,
E,E-034,E-034-01,Bridge,E-034-01-B03/08,341395.5587,3310049.07,,40-64,,ANG2-E-034-01-B03/08,,,small
E,E-034,E-034-01,Tracker,E-034-01-T05/09,341393.5997,3310003.652,180,,TR 02.A.03.2,ANG2-E-034-01-T05/09,,45,
E,E-034,E-034-01,Bridge,E-034-01-B04/10,341395.5587,3310003.312,,40-64,,ANG2-E-034-01-B04/10,,,small
E,E-034,E-034-01,Tracker,E-034-01-T06/11,341393.5997,3309957.894,180,,TR 02.A.03.1,ANG2-E-034-01-T06/11,,45,
E,E-034,,Gap,-G01/01,341395.5587,3309957.554,,40-64,,ANG2--G01/01,,,
E,E-034,E-034-02,Tracker,E-034-02-T01/01,341393.5997,3309912.136,180,,TR 02.A.16.3,ANG2-E-034-02-T01/01,,45,
E,E-034,E-034-02,Bridge,E-034-02-B01/02,341395.5587,3309911.796,,40-64,,ANG2-E-034-02-B01/02,,,small
E,E-034,E-034-02,Tracker,E-034-02-T02/03,341393.5997,3309866.378,180,,TR 02.A.16.2,ANG2-E-034-02-T02/03,,45,
E,E-034,E-034-02,Dock,E-034-02-D01/04,341393.5997,3309865.953,,76-105,,ANG2-E-034-02-D01/04,central,,
E,E-034,E-034-02,Tracker,E-034-02-T03/05,341393.5997,3309820.42,180,,TR 02.A.16.1,ANG2-E-034-02-T03/05,,45,
E,E-034,E-034-02,Bridge,E-034-02-B02/06,341395.5587,3309820.08,,40-64,,ANG2-E-034-02-B02/06,,,small
E,E-034,E-034-02,Tracker,E-034-02-T04/07,341393.5997,3309789.677,120,,TR 02.A.16.6,ANG2-E-034-02-T04/07,,30,
E,E-034,E-034-02,Bridge,E-034-02-B03/08,341395.5587,3309789.337,,40-64,,ANG2-E-034-02-B03/08,,,small
E,E-034,E-034-02,Tracker,E-034-02-T05/09,341393.5997,3309758.919,120,,TR 02.A.16.5,ANG2-E-034-02-T05/09,,30,
E,E-035,E-035-01,Tracker,E-035-01-T01/01,341404.3997,3310190.896,120,,TR 02.A.02.6,ANG2-E-035-01-T01/01,,30,
E,E-035,E-035-01,Bridge,E-035-01-B01/02,341406.3587,3310190.556,,40-64,,ANG2-E-035-01-B01/02,,,small
E,E-035,E-035-01,Tracker,E-035-01-T02/03,341404.3997,3310160.138,120,,TR 02.A.02.5,ANG2-E-035-01-T02/03,,30,
E,E-035,E-035-01,Bridge,E-035-01-B02/04,341406.3587,3310159.798,,40-64,,ANG2-E-035-01-B02/04,,,small
E,E-035,E-035-01,Tracker,E-035-01-T03/05,341404.3997,3310114.365,180,,TR 02.A.02.4,ANG2-E-035-01-T03/05,,45,
E,E-035,E-035-01,Dock,E-035-01-D01/06,341404.3997,3310113.94,,76-105,,ANG2-E-035-01-D01/06,central,,
E,E-035,E-035-01,Tracker,E-035-01-T04/07,341404.3997,3310068.407,180,,TR 02.A.02.3,ANG2-E-035-01-T04/07,,45,
E,E-035,E-035-01,Bridge,E-035-01-B03/08,341406.3587,3310068.067,,65-82,,ANG2-E-035-01-B03/08,,,normal
E,E-035,E-035-01,Tracker,E-035-01-T05/09,341404.3997,3310022.649,180,,TR 02.A.02.2,ANG2-E-035-01-T05/09,,45,
E,E-035,E-035-01,Bridge,E-035-01-B04/10,341406.3587,3310022.309,,40-64,,ANG2-E-035-01-B04/10,,,small
E,E-035,E-035-01,Tracker,E-035-01-T06/11,341404.3997,3309976.891,180,,TR 02.A.02.1,ANG2-E-035-01-T06/11,,45,
E,E-035,,Gap,-G01/01,341406.3587,3309976.551,,40-64,,ANG2--G01/01,,,
E,E-035,E-035-02,Tracker,E-035-02-T01/01,341404.3997,3309931.133,180,,TR 02.A.17.2,ANG2-E-035-02-T01/01,,45,
E,E-035,E-035-02,Bridge,E-035-02-B01/02,341406.3587,3309930.793,,40-64,,ANG2-E-035-02-B01/02,,,small
E,E-035,E-035-02,Tracker,E-035-02-T02/03,341404.3997,3309885.375,180,,TR 02.A.17.1,ANG2-E-035-02-T02/03,,45,
E,E-035,E-035-02,Dock,E-035-02-D01/04,341404.3997,3309884.95,,76-105,,ANG2-E-035-02-D01/04,central,,
E,E-035,E-035-02,Tracker,E-035-02-T03/05,341404.3997,3309839.417,180,,TR 02.A.16.4,ANG2-E-035-02-T03/05,,45,
E,E-035,E-035-02,Bridge,E-035-02-B02/06,341406.3587,3309839.077,,40-64,,ANG2-E-035-02-B02/06,,,small
E,E-035,E-035-02,Tracker,E-035-02-T04/07,341404.3997,3309808.674,120,,TR 02.A.16.7,ANG2-E-035-02-T04/07,,30,
E,E-035,E-035-02,Bridge,E-035-02-B03/08,341406.3587,3309808.334,,40-64,,ANG2-E-035-02-B03/08,,,small
E,E-035,E-035-02,Tracker,E-035-02-T05/09,341404.3997,3309777.916,120,,TR 02.A.17.5,ANG2-E-035-02-T05/09,,30,
E,E-036,E-036-01,Dock,E-036-01-D01/01,341415.1997,3310240.397,,Edge,,ANG2-E-036-01-D01/01,edge,,
E,E-036,E-036-01,Tracker,E-036-01-T01/02,341415.1997,3310209.894,120,,TR 02.A.02.7,ANG2-E-036-01-T01/02,,30,
E,E-036,E-036-01,Bridge,E-036-01-B01/03,341417.1587,3310209.554,,65-82,,ANG2-E-036-01-B01/03,,,normal
E,E-036,E-036-01,Tracker,E-036-01-T02/04,341415.1997,3310179.136,120,,TR 02.A.01.5,ANG2-E-036-01-T02/04,,30,
E,E-036,E-036-01,Bridge,E-036-01-B02/05,341417.1587,3310178.796,,40-64,,ANG2-E-036-01-B02/05,,,small
E,E-036,E-036-01,Tracker,E-036-01-T03/06,341415.1997,3310133.363,180,,TR 02.A.01.4,ANG2-E-036-01-T03/06,,45,
E,E-036,E-036-01,Bridge,E-036-01-B03/07,341417.1587,3310133.023,,65-82,,ANG2-E-036-01-B03/07,,,normal
E,E-036,E-036-01,Tracker,E-036-01-T04/08,341415.1997,3310087.405,180,,TR 02.A.01.3,ANG2-E-036-01-T04/08,,45,
E,E-036,E-036-01,Bridge,E-036-01-B04/09,341417.1587,3310087.065,,40-64,,ANG2-E-036-01-B04/09,,,small
E,E-036,E-036-01,Tracker,E-036-01-T05/10,341415.1997,3310041.647,180,,TR 02.A.01.2,ANG2-E-036-01-T05/10,,45,
E,E-036,E-036-01,Bridge,E-036-01-B05/11,341417.1587,3310041.307,,40-64,,ANG2-E-036-01-B05/11,,,small
E,E-036,E-036-01,Tracker,E-036-01-T06/12,341415.1997,3309995.889,180,,TR 02.A.01.1,ANG2-E-036-01-T06/12,,45,
E,E-036,,Gap,-G01/01,341417.1587,3309995.549,,40-64,,ANG2--G01/01,,,
E,E-036,E-036-02,Tracker,E-036-02-T01/01,341415.1997,3309950.131,180,,TR 02.A.18.1,ANG2-E-036-02-T01/01,,45,
E,E-036,E-036-02,Bridge,E-036-02-B01/02,341417.1587,3309949.791,,40-64,,ANG2-E-036-02-B01/02,,,small
E,E-036,E-036-02,Tracker,E-036-02-T02/03,341415.1997,3309904.373,180,,TR 02.A.17.4,ANG2-E-036-02-T02/03,,45,
E,E-036,E-036-02,Dock,E-036-02-D01/04,341415.1997,3309903.948,,72-75,,ANG2-E-036-02-D01/04,central,,
E,E-036,E-036-02,Tracker,E-036-02-T03/05,341415.1997,3309858.415,180,,TR 02.A.17.3,ANG2-E-036-02-T03/05,,45,
E,E-036,E-036-02,Bridge,E-036-02-B02/06,341417.1587,3309858.075,,40-64,,ANG2-E-036-02-B02/06,,,small
E,E-036,E-036-02,Tracker,E-036-02-T04/07,341415.1997,3309827.672,120,,TR 02.A.17.7,ANG2-E-036-02-T04/07,,30,
E,E-036,E-036-02,Bridge,E-036-02-B03/08,341417.1587,3309827.332,,40-64,,ANG2-E-036-02-B03/08,,,small
E,E-036,E-036-02,Tracker,E-036-02-T05/09,341415.1997,3309796.914,120,,TR 02.A.17.6,ANG2-E-036-02-T05/09,,30,
E,E-037,E-037-01,Tracker,E-037-01-T01/01,341425.9997,3310228.891,120,,TR 02.A.01.7,ANG2-E-037-01-T01/01,,30,
E,E-037,E-037-01,Bridge,E-037-01-B01/02,341427.9587,3310228.551,,40-64,,ANG2-E-037-01-B01/02,,,small
E,E-037,E-037-01,Tracker,E-037-01-T02/03,341425.9997,3310198.133,120,,TR 02.A.01.6,ANG2-E-037-01-T02/03,,30,
E,E-037,E-037-01,Bridge,E-037-01-B02/04,341427.9587,3310197.793,,40-64,,ANG2-E-037-01-B02/04,,,small
E,E-037,E-037-01,Tracker,E-037-01-T03/05,341425.9997,3310152.36,180,,TR 02.B.01.4,ANG2-E-037-01-T03/05,,45,
E,E-037,E-037-01,Dock,E-037-01-D01/06,341425.9997,3310151.935,,76-105,,ANG2-E-037-01-D01/06,central,,
E,E-037,E-037-01,Tracker,E-037-01-T04/07,341425.9997,3310106.402,180,,TR 02.B.01.3,ANG2-E-037-01-T04/07,,45,
E,E-037,E-037-01,Bridge,E-037-01-B03/08,341427.9587,3310106.062,,40-64,,ANG2-E-037-01-B03/08,,,small
E,E-037,E-037-01,Tracker,E-037-01-T05/09,341425.9997,3310060.644,180,,TR 02.B.01.2,ANG2-E-037-01-T05/09,,45,
E,E-037,E-037-01,Bridge,E-037-01-B04/10,341427.9587,3310060.304,,40-64,,ANG2-E-037-01-B04/10,,,small
E,E-037,E-037-01,Tracker,E-037-01-T06/11,341425.9997,3310014.886,180,,TR 02.B.01.1,ANG2-E-037-01-T06/11,,45,
E,E-037,,Gap,-G01/01,341427.9587,3310014.546,,40-64,,ANG2--G01/01,,,
E,E-037,E-037-02,Tracker,E-037-02-T01/01,341425.9997,3309969.128,180,,TR 02.A.18.4,ANG2-E-037-02-T01/01,,45,
E,E-037,E-037-02,Bridge,E-037-02-B01/02,341427.9587,3309968.788,,40-64,,ANG2-E-037-02-B01/02,,,small
E,E-037,E-037-02,Tracker,E-037-02-T02/03,341425.9997,3309923.37,180,,TR 02.A.18.3,ANG2-E-037-02-T02/03,,45,
E,E-037,E-037-02,Dock,E-037-02-D01/04,341425.9997,3309922.945,,76-105,,ANG2-E-037-02-D01/04,central,,
E,E-037,E-037-02,Tracker,E-037-02-T03/05,341425.9997,3309877.412,180,,TR 02.A.18.2,ANG2-E-037-02-T03/05,,45,
E,E-037,E-037-02,Bridge,E-037-02-B02/06,341427.9587,3309877.072,,40-64,,ANG2-E-037-02-B02/06,,,small
E,E-037,E-037-02,Tracker,E-037-02-T04/07,341425.9997,3309846.669,120,,TR 02.A.18.6,ANG2-E-037-02-T04/07,,30,
E,E-037,E-037-02,Bridge,E-037-02-B03/08,341427.9587,3309846.329,,65-82,,ANG2-E-037-02-B03/08,,,normal
E,E-037,E-037-02,Tracker,E-037-02-T05/09,341425.9997,3309815.911,120,,TR 02.A.18.5,ANG2-E-037-02-T05/09,,30,
E,E-038,E-038-01,Tracker,E-038-01-T01/01,341436.7997,3310247.889,120,,TR 02.B.02.6,ANG2-E-038-01-T01/01,,30,
E,E-038,E-038-01,Bridge,E-038-01-B01/02,341438.7587,3310247.549,,40-64,,ANG2-E-038-01-B01/02,,,small
E,E-038,E-038-01,Tracker,E-038-01-T02/03,341436.7997,3310217.131,120,,TR 02.B.02.5,ANG2-E-038-01-T02/03,,30,
E,E-038,E-038-01,Bridge,E-038-01-B02/04,341438.7587,3310216.791,,40-64,,ANG2-E-038-01-B02/04,,,small
E,E-038,E-038-01,Tracker,E-038-01-T03/05,341436.7997,3310171.358,180,,TR 02.B.02.4,ANG2-E-038-01-T03/05,,45,
E,E-038,E-038-01,Dock,E-038-01-D01/06,341436.7997,3310170.933,,76-105,,ANG2-E-038-01-D01/06,central,,
E,E-038,E-038-01,Tracker,E-038-01-T04/07,341436.7997,3310125.4,180,,TR 02.B.02.3,ANG2-E-038-01-T04/07,,45,
E,E-038,E-038-01,Bridge,E-038-01-B03/08,341438.7587,3310125.06,,40-64,,ANG2-E-038-01-B03/08,,,small
E,E-038,E-038-01,Tracker,E-038-01-T05/09,341436.7997,3310079.642,180,,TR 02.B.01.6,ANG2-E-038-01-T05/09,,45,
E,E-038,E-038-01,Bridge,E-038-01-B04/10,341438.7587,3310079.302,,40-64,,ANG2-E-038-01-B04/10,,,small
E,E-038,E-038-01,Tracker,E-038-01-T06/11,341436.7997,3310033.884,180,,TR 02.B.01.5,ANG2-E-038-01-T06/11,,45,
E,E-039,E-039-01,Tracker,E-039-01-T01/01,341447.5997,3310266.886,120,,TR 02.B.10.5,ANG2-E-039-01-T01/01,,30,
E,E-039,E-039-01,Bridge,E-039-01-B01/02,341449.5587,3310266.546,,65-82,,ANG2-E-039-01-B01/02,,,normal
E,E-039,E-039-01,Tracker,E-039-01-T02/03,341447.5997,3310236.128,120,,TR 02.B.02.7,ANG2-E-039-01-T02/03,,30,
E,E-039,E-039-01,Bridge,E-039-01-B02/04,341449.5587,3310235.788,,40-64,,ANG2-E-039-01-B02/04,,,small
E,E-039,E-039-01,Tracker,E-039-01-T03/05,341447.5997,3310190.355,180,,TR 02.B.10.2,ANG2-E-039-01-T03/05,,45,
E,E-039,E-039-01,Dock,E-039-01-D01/06,341447.5997,3310189.93,,76-105,,ANG2-E-039-01-D01/06,central,,
E,E-039,E-039-01,Tracker,E-039-01-T04/07,341447.5997,3310144.397,180,,TR 02.B.10.1,ANG2-E-039-01-T04/07,,45,
E,E-039,E-039-01,Bridge,E-039-01-B03/08,341449.5587,3310144.057,,40-64,,ANG2-E-039-01-B03/08,,,small
E,E-039,E-039-01,Tracker,E-039-01-T05/09,341447.5997,3310098.639,180,,TR 02.B.02.2,ANG2-E-039-01-T05/09,,45,
E,E-039,E-039-01,Bridge,E-039-01-B04/10,341449.5587,3310098.299,,40-64,,ANG2-E-039-01-B04/10,,,small
E,E-039,E-039-01,Tracker,E-039-01-T06/11,341447.5997,3310052.881,180,,TR 02.B.02.1,ANG2-E-039-01-T06/11,,45,
E,E-039,,Gap,-G01/01,341449.5587,3310052.541,,40-64,,ANG2--G01/01,,,
E,E-039,E-039-02,Tracker,E-039-02-T01/01,341447.5997,3310007.123,180,,TR 02.B.18.3,ANG2-E-039-02-T01/01,,45,
E,E-039,E-039-02,Bridge,E-039-02-B01/02,341449.5587,3310006.783,,40-64,,ANG2-E-039-02-B01/02,,,small
E,E-039,E-039-02,Tracker,E-039-02-T02/03,341447.5997,3309961.365,180,,TR 02.B.18.2,ANG2-E-039-02-T02/03,,45,
E,E-039,E-039-02,Dock,E-039-02-D01/04,341447.5997,3309960.94,,76-105,,ANG2-E-039-02-D01/04,central,,
E,E-039,E-039-02,Tracker,E-039-02-T03/05,341447.5997,3309915.407,180,,TR 02.B.18.1,ANG2-E-039-02-T03/05,,45,
E,E-039,E-039-02,Bridge,E-039-02-B02/06,341449.5587,3309915.067,,40-64,,ANG2-E-039-02-B02/06,,,small
E,E-039,E-039-02,Tracker,E-039-02-T04/07,341447.5997,3309884.664,120,,TR 02.B.18.6,ANG2-E-039-02-T04/07,,30,
E,E-039,E-039-02,Bridge,E-039-02-B03/08,341449.5587,3309884.324,,40-64,,ANG2-E-039-02-B03/08,,,small
E,E-039,E-039-02,Tracker,E-039-02-T05/09,341447.5997,3309853.906,120,,TR 02.B.18.5,ANG2-E-039-02-T05/09,,30,
E,E-040,E-040-01,Dock,E-040-01-D01/01,341458.3997,3310316.387,,Edge,,ANG2-E-040-01-D01/01,edge,,
E,E-040,E-040-01,Tracker,E-040-01-T01/02,341458.3997,3310285.884,120,,TR 02.B.10.7,ANG2-E-040-01-T01/02,,30,
E,E-040,E-040-01,Bridge,E-040-01-B01/03,341460.3587,3310285.544,,65-82,,ANG2-E-040-01-B01/03,,,normal
E,E-040,E-040-01,Tracker,E-040-01-T02/04,341458.3997,3310255.126,120,,TR 02.B.10.6,ANG2-E-040-01-T02/04,,30,
E,E-040,E-040-01,Bridge,E-040-01-B02/05,341460.3587,3310254.786,,40-64,,ANG2-E-040-01-B02/05,,,small
E,E-040,E-040-01,Tracker,E-040-01-T03/06,341458.3997,3310209.353,180,,TR 02.B.10.4,ANG2-E-040-01-T03/06,,45,
E,E-040,E-040-01,Bridge,E-040-01-B03/07,341460.3587,3310209.013,,65-82,,ANG2-E-040-01-B03/07,,,normal
E,E-040,E-040-01,Tracker,E-040-01-T04/08,341458.3997,3310163.395,180,,TR 02.B.10.3,ANG2-E-040-01-T04/08,,45,
E,E-040,E-040-01,Bridge,E-040-01-B04/09,341460.3587,3310163.055,,40-64,,ANG2-E-040-01-B04/09,,,small
E,E-040,E-040-01,Tracker,E-040-01-T05/10,341458.3997,3310117.637,180,,TR 02.B.09.2,ANG2-E-040-01-T05/10,,45,
E,E-040,E-040-01,Bridge,E-040-01-B05/11,341460.3587,3310117.297,,40-64,,ANG2-E-040-01-B05/11,,,small
E,E-040,E-040-01,Tracker,E-040-01-T06/12,341458.3997,3310071.879,180,,TR 02.B.09.1,ANG2-E-040-01-T06/12,,45,
E,E-040,,Gap,-G01/01,341460.3587,3310071.539,,40-64,,ANG2--G01/01,,,
E,E-040,E-040-02,Tracker,E-040-02-T01/01,341458.3997,3310026.121,180,,TR 02.B.17.2,ANG2-E-040-02-T01/01,,45,
E,E-040,E-040-02,Bridge,E-040-02-B01/02,341460.3587,3310025.781,,40-64,,ANG2-E-040-02-B01/02,,,small
E,E-040,E-040-02,Tracker,E-040-02-T02/03,341458.3997,3309980.363,180,,TR 02.B.17.1,ANG2-E-040-02-T02/03,,45,
E,E-040,E-040-02,Dock,E-040-02-D01/04,341458.3997,3309979.938,,76-105,,ANG2-E-040-02-D01/04,central,,
E,E-040,E-040-02,Tracker,E-040-02-T03/05,341458.3997,3309934.405,180,,TR 02.B.18.4,ANG2-E-040-02-T03/05,,45,
E,E-040,E-040-02,Bridge,E-040-02-B02/06,341460.3587,3309934.065,,40-64,,ANG2-E-040-02-B02/06,,,small
E,E-040,E-040-02,Tracker,E-040-02-T04/07,341458.3997,3309903.662,120,,TR 02.B.18.8,ANG2-E-040-02-T04/07,,30,
