Block,Array,Row,Entity,Entity Name,Position X,Position Y,Area,Gap,Soltec Name,Full,docking,tracker length,bridge type
A,A-035,A-035-01,Dock,A-035-01-D01/08,342419.5464,3313241.119,,76-105,,ANG2-A-035-01-D01/08,,,
A,A-035,A-035-01,Tracker,A-035-01-T05/09,342419.5997,3313195.586,180,,TR 19.B.15.4,ANG2-A-035-01-T05/09,,,
A,A-035,A-035-01,Bridge,A-035-01-B04/10,342421.5587,3313195.246,,65-82,,ANG2-A-035-01-B04/10,,,
A,A-035,A-035-01,Tracker,A-035-01-T06/11,342419.5997,3313164.843,120,,TR 17.B.03.3,ANG2-A-035-01-T06/11,,,
A,A-035,A-035-01,Bridge,A-035-01-B05/12,342421.5587,3313164.503,,40-64,,ANG2-A-035-01-B05/12,,,
A,A-035,A-035-01,Tracker,A-035-01-T07/13,342419.5997,3313134.085,120,,TR 17.B.03.6,ANG2-A-035-01-T07/13,,,
A,A-035,A-035-01,Bridge,A-035-01-B06/14,342421.5587,3313133.745,,40-64,,ANG2-A-035-01-B06/14,,,
A,A-035,A-035-01,Tracker,A-035-01-T08/15,342419.5997,3313103.327,120,,TR 17.B.03.9,ANG2-A-035-01-T08/15,,,
A,A-036,A-036-01,Tracker,A-036-01-T01/01,342430.3997,3313372.868,180,,TR 19.B.06.2,ANG2-A-036-01-T01/01,,,
A,A-036,A-036-01,Bridge,A-036-01-B01/02,342432.3587,3313372.528,,40-64,,ANG2-A-036-01-B01/02,,,
A,A-036,A-036-01,Tracker,A-036-01-T02/03,342430.3997,3313327.11,180,,TR 19.B.06.4,ANG2-A-036-01-T02/03,,,
A,A-036,A-036-01,Bridge,A-036-01-B02/04,342432.3587,3313326.77,,40-64,,ANG2-A-036-01-B02/04,,,
A,A-036,A-036-01,Tracker,A-036-01-T03/05,342430.3997,3313281.352,180,,TR 19.B.06.6,ANG2-A-036-01-T03/05,,,
A,A-036,A-036-01,Bridge,A-036-01-B03/06,342432.3587,3313281.012,,40-64,,ANG2-A-036-01-B03/06,,,
A,A-036,A-036-01,Tracker,A-036-01-T04/07,342430.3997,3313235.594,180,,TR 19.B.15.2,ANG2-A-036-01-T04/07,,,
A,A-036,A-036-01,Dock,A-036-01-D01/08,342430.3464,3313235.169,,76-105,,ANG2-A-036-01-D01/08,,,
A,A-036,A-036-01,Tracker,A-036-01-T05/09,342430.3997,3313189.636,180,,TR 19.B.15.5,ANG2-A-036-01-T05/09,,,
A,A-036,A-036-01,Bridge,A-036-01-B04/10,342432.3587,3313189.296,,40-64,,ANG2-A-036-01-B04/10,,,
A,A-036,A-036-01,Tracker,A-036-01-T06/11,342430.3997,3313158.893,120,,TR 17.B.02.1,ANG2-A-036-01-T06/11,,,
A,A-036,A-036-01,Bridge,A-036-01-B05/12,342432.3587,3313158.553,,40-64,,ANG2-A-036-01-B05/12,,,
A,A-036,A-036-01,Tracker,A-036-01-T07/13,342430.3997,3313128.135,120,,TR 17.B.02.4,ANG2-A-036-01-T07/13,,,
A,A-036,A-036-01,Bridge,A-036-01-B06/14,342432.3587,3313127.795,,65-82,,ANG2-A-036-01-B06/14,,,
A,A-036,A-036-01,Tracker,A-036-01-T08/15,342430.3997,3313097.377,120,,TR 17.B.02.7,ANG2-A-036-01-T08/15,,,
A,A-037,A-037-01,Tracker,A-037-01-T01/01,342441.1997,3313366.918,180,,TR 19.B.06.1,ANG2-A-037-01-T01/01,,,
A,A-037,A-037-01,Bridge,A-037-01-B01/02,342443.1587,3313366.578,,40-64,,ANG2-A-037-01-B01/02,,,
A,A-037,A-037-01,Tracker,A-037-01-T02/03,342441.1997,3313321.16,180,,TR 19.B.05.3,ANG2-A-037-01-T02/03,,,
A,A-037,A-037-01,Bridge,A-037-01-B02/04,342443.1587,3313320.82,,40-64,,ANG2-A-037-01-B02/04,,,
A,A-037,A-037-01,Tracker,A-037-01-T03/05,342441.1997,3313275.402,180,,TR 19.B.05.5,ANG2-A-037-01-T03/05,,,
A,A-037,A-037-01,Bridge,A-037-01-B03/06,342443.1587,3313275.062,,40-64,,ANG2-A-037-01-B03/06,,,
A,A-037,A-037-01,Tracker,A-037-01-T04/07,342441.1997,3313229.644,180,,TR 19.B.15.3,ANG2-A-037-01-T04/07,,,
A,A-037,A-037-01,Dock,A-037-01-D01/08,342441.1464,3313229.219,,76-105,,ANG2-A-037-01-D01/08,,,
A,A-037,A-037-01,Tracker,A-037-01-T05/09,342441.1997,3313183.686,180,,TR 19.B.15.6,ANG2-A-037-01-T05/09,,,
A,A-037,A-037-01,Bridge,A-037-01-B04/10,342443.1587,3313183.346,,65-82,,ANG2-A-037-01-B04/10,,,
A,A-037,A-037-01,Tracker,A-037-01-T06/11,342441.1997,3313152.943,120,,TR 17.B.02.2,ANG2-A-037-01-T06/11,,,
A,A-037,A-037-01,Bridge,A-037-01-B05/12,342443.1587,3313152.603,,65-82,,ANG2-A-037-01-B05/12,,,
A,A-037,A-037-01,Tracker,A-037-01-T07/13,342441.1997,3313122.185,120,,TR 17.B.02.5,ANG2-A-037-01-T07/13,,,
A,A-037,A-037-01,Bridge,A-037-01-B06/14,342443.1587,3313121.845,,65-82,,ANG2-A-037-01-B06/14,,,
A,A-037,A-037-01,Tracker,A-037-01-T08/15,342441.1997,3313091.427,120,,TR 17.B.02.8,ANG2-A-037-01-T08/15,,,
A,A-038,A-038-01,Tracker,A-038-01-T01/01,342451.9997,3313360.968,180,,TR 19.B.05.2,ANG2-A-038-01-T01/01,,,
A,A-038,A-038-01,Bridge,A-038-01-B01/02,342453.9587,3313360.628,,40-64,,ANG2-A-038-01-B01/02,,,
A,A-038,A-038-01,Tracker,A-038-01-T02/03,342451.9997,3313315.21,180,,TR 19.B.05.4,ANG2-A-038-01-T02/03,,,
A,A-038,A-038-01,Bridge,A-038-01-B02/04,342453.9587,3313314.87,,40-64,,ANG2-A-038-01-B02/04,,,
A,A-038,A-038-01,Tracker,A-038-01-T03/05,342451.9997,3313269.452,180,,TR 19.B.05.6,ANG2-A-038-01-T03/05,,,
A,A-038,A-038-01,Bridge,A-038-01-B03/06,342453.9587,3313269.112,,40-64,,ANG2-A-038-01-B03/06,,,
A,A-038,A-038-01,Tracker,A-038-01-T04/07,342451.9997,3313223.694,180,,TR 19.B.14.1,ANG2-A-038-01-T04/07,,,
A,A-038,A-038-01,Dock,A-038-01-D01/08,342451.9464,3313223.269,,76-105,,ANG2-A-038-01-D01/08,,,
A,A-038,A-038-01,Tracker,A-038-01-T05/09,342451.9997,3313177.736,180,,TR 19.B.14.4,ANG2-A-038-01-T05/09,,,
A,A-038,A-038-01,Bridge,A-038-01-B04/10,342453.9587,3313177.396,,65-82,,ANG2-A-038-01-B04/10,,,
A,A-038,A-038-01,Tracker,A-038-01-T06/11,342451.9997,3313146.993,120,,TR 17.B.02.3,ANG2-A-038-01-T06/11,,,
A,A-038,A-038-01,Bridge,A-038-01-B05/12,342453.9587,3313146.653,,40-64,,ANG2-A-038-01-B05/12,,,
A,A-038,A-038-01,Tracker,A-038-01-T07/13,342451.9997,3313116.235,120,,TR 17.B.02.6,ANG2-A-038-01-T07/13,,,
A,A-038,A-038-01,Bridge,A-038-01-B06/14,342453.9587,3313115.895,,40-64,,ANG2-A-038-01-B06/14,,,
A,A-038,A-038-01,Tracker,A-038-01-T08/15,342451.9997,3313085.477,120,,TR 17.B.02.9,ANG2-A-038-01-T08/15,,,
A,A-039,A-039-01,Tracker,A-039-01-T01/01,342462.7997,3313355.018,180,,TR 19.B.05.1,ANG2-A-039-01-T01/01,,,
A,A-039,A-039-01,Bridge,A-039-01-B01/02,342464.7587,3313354.678,,40-64,,ANG2-A-039-01-B01/02,,,
A,A-039,A-039-01,Tracker,A-039-01-T02/03,342462.7997,3313309.26,180,,TR 19.B.04.3,ANG2-A-039-01-T02/03,,,
A,A-039,A-039-01,Bridge,A-039-01-B02/04,342464.7587,3313308.92,,40-64,,ANG2-A-039-01-B02/04,,,
A,A-039,A-039-01,Tracker,A-039-01-T03/05,342462.7997,3313263.502,180,,TR 19.B.04.5,ANG2-A-039-01-T03/05,,,
A,A-039,A-039-01,Bridge,A-039-01-B03/06,342464.7587,3313263.162,,40-64,,ANG2-A-039-01-B03/06,,,
A,A-039,A-039-01,Tracker,A-039-01-T04/07,342462.7997,3313217.744,180,,TR 19.B.14.2,ANG2-A-039-01-T04/07,,,
A,A-039,A-039-01,Dock,A-039-01-D01/08,342462.7464,3313217.319,,72-75,,ANG2-A-039-01-D01/08,,,
A,A-039,A-039-01,Tracker,A-039-01-T05/09,342462.7997,3313171.786,180,,TR 19.B.14.5,ANG2-A-039-01-T05/09,,,
A,A-039,A-039-01,Bridge,A-039-01-B04/10,342464.7587,3313171.446,,40-64,,ANG2-A-039-01-B04/10,,,
A,A-039,A-039-01,Tracker,A-039-01-T06/11,342462.7997,3313141.043,120,,TR 17.B.01.5,ANG2-A-039-01-T06/11,,,
A,A-039,A-039-01,Bridge,A-039-01-B05/12,342464.7587,3313140.703,,40-64,,ANG2-A-039-01-B05/12,,,
A,A-039,A-039-01,Tracker,A-039-01-T07/13,342462.7997,3313110.285,120,,TR 17.B.01.6,ANG2-A-039-01-T07/13,,,
A,A-039,A-039-01,Bridge,A-039-01-B06/14,342464.7587,3313109.945,,40-64,,ANG2-A-039-01-B06/14,,,
A,A-039,A-039-01,Tracker,A-039-01-T08/15,342462.7997,3313079.527,120,,TR 17.B.01.7,ANG2-A-039-01-T08/15,,,
A,A-040,A-040-01,Tracker,A-040-01-T01/01,342473.5997,3313349.068,180,,TR 19.B.04.2,ANG2-A-040-01-T01/01,,,
A,A-040,A-040-01,Bridge,A-040-01-B01/02,342475.5587,3313348.728,,40-64,,ANG2-A-040-01-B01/02,,,
A,A-040,A-040-01,Tracker,A-040-01-T02/03,342473.5997,3313303.31,180,,TR 19.B.04.4,ANG2-A-040-01-T02/03,,,
A,A-040,A-040-01,Bridge,A-040-01-B02/04,342475.5587,3313302.97,,40-64,,ANG2-A-040-01-B02/04,,,
A,A-040,A-040-01,Tracker,A-040-01-T03/05,342473.5997,3313257.552,180,,TR 19.B.04.6,ANG2-A-040-01-T03/05,,,
A,A-040,A-040-01,Bridge,A-040-01-B03/06,342475.5587,3313257.212,,40-64,,ANG2-A-040-01-B03/06,,,
A,A-040,A-040-01,Tracker,A-040-01-T04/07,342473.5997,3313211.794,180,,TR 19.B.14.3,ANG2-A-040-01-T04/07,,,
A,A-040,A-040-01,Dock,A-040-01-D01/08,342473.5464,3313211.369,,76-105,,ANG2-A-040-01-D01/08,,,
A,A-040,A-040-01,Tracker,A-040-01-T05/09,342473.5997,3313165.836,180,,TR 19.B.14.6,ANG2-A-040-01-T05/09,,,
A,A-040,A-040-01,Bridge,A-040-01-B04/10,342475.5587,3313165.496,,40-64,,ANG2-A-040-01-B04/10,,,
A,A-040,A-040-01,Tracker,A-040-01-T06/11,342473.5997,3313120.078,180,,TR 17.B.01.1,ANG2-A-040-01-T06/11,,,
A,A-040,A-040-01,Bridge,A-040-01-B05/12,342475.5587,3313119.738,,40-64,,ANG2-A-040-01-B05/12,,,
A,A-040,A-040-01,Tracker,A-040-01-T07/13,342473.5997,3313074.32,180,,TR 17.B.01.3,ANG2-A-040-01-T07/13,,,
A,A-041,A-041-01,Tracker,A-041-01-T01/01,342484.3997,3313343.118,180,,TR 19.B.04.1,ANG2-A-041-01-T01/01,,,
A,A-041,A-041-01,Bridge,A-041-01-B01/02,342486.3587,3313342.778,,40-64,,ANG2-A-041-01-B01/02,,,
A,A-041,A-041-01,Tracker,A-041-01-T02/03,342484.3997,3313297.36,180,,TR 19.B.03.3,ANG2-A-041-01-T02/03,,,
A,A-041,A-041-01,Bridge,A-041-01-B02/04,342486.3587,3313297.02,,40-64,,ANG2-A-041-01-B02/04,,,
A,A-041,A-041-01,Tracker,A-041-01-T03/05,342484.3997,3313251.602,180,,TR 19.B.03.5,ANG2-A-041-01-T03/05,,,
A,A-041,A-041-01,Bridge,A-041-01-B03/06,342486.3587,3313251.262,,40-64,,ANG2-A-041-01-B03/06,,,
A,A-041,A-041-01,Tracker,A-041-01-T04/07,342484.3997,3313205.844,180,,TR 19.B.13.1,ANG2-A-041-01-T04/07,,,
A,A-041,A-041-01,Dock,A-041-01-D01/08,342484.3464,3313205.419,,72-75,,ANG2-A-041-01-D01/08,,,
A,A-041,A-041-01,Tracker,A-041-01-T05/09,342484.3997,3313159.886,180,,TR 19.B.13.4,ANG2-A-041-01-T05/09,,,
A,A-041,A-041-01,Bridge,A-041-01-B04/10,342486.3587,3313159.546,,40-64,,ANG2-A-041-01-B04/10,,,
A,A-041,A-041-01,Tracker,A-041-01-T06/11,342484.3997,3313114.128,180,,TR 17.B.01.2,ANG2-A-041-01-T06/11,,,
A,A-041,A-041-01,Bridge,A-041-01-B05/12,342486.3587,3313113.788,,40-64,,ANG2-A-041-01-B05/12,,,
A,A-041,A-041-01,Tracker,A-041-01-T07/13,342484.3997,3313068.37,180,,TR 17.B.01.4,ANG2-A-041-01-T07/13,,,
A,A-042,A-042-01,Tracker,A-042-01-T01/01,342495.1997,3313337.168,180,,TR 19.B.03.2,ANG2-A-042-01-T01/01,,,
A,A-042,A-042-01,Bridge,A-042-01-B01/02,342497.1587,3313336.828,,40-64,,ANG2-A-042-01-B01/02,,,
A,A-042,A-042-01,Tracker,A-042-01-T02/03,342495.1997,3313291.41,180,,TR 19.B.03.4,ANG2-A-042-01-T02/03,,,
A,A-042,A-042-01,Bridge,A-042-01-B02/04,342497.1587,3313291.07,,40-64,,ANG2-A-042-01-B02/04,,,
A,A-042,A-042-01,Tracker,A-042-01-T03/05,342495.1997,3313245.652,180,,TR 19.B.03.6,ANG2-A-042-01-T03/05,,,
A,A-042,A-042-01,Bridge,A-042-01-B03/06,342497.1587,3313245.312,,40-64,,ANG2-A-042-01-B03/06,,,
A,A-042,A-042-01,Tracker,A-042-01-T04/07,342495.1997,3313199.894,180,,TR 19.B.13.2,ANG2-A-042-01-T04/07,,,
A,A-042,A-042-01,Dock,A-042-01-D01/08,342495.1464,3313199.469,,76-105,,ANG2-A-042-01-D01/08,,,
A,A-042,A-042-01,Tracker,A-042-01-T05/09,342495.1997,3313153.936,180,,TR 19.B.13.5,ANG2-A-042-01-T05/09,,,
A,A-042,A-042-01,Bridge,A-042-01-B04/10,342497.1587,3313153.596,,40-64,,ANG2-A-042-01-B04/10,,,
A,A-042,A-042-01,Tracker,A-042-01-T06/11,342495.1997,3313108.178,180,,TR 16.A.02.1,ANG2-A-042-01-T06/11,,,
A,A-042,A-042-01,Bridge,A-042-01-B05/12,342497.1587,3313107.838,,40-64,,ANG2-A-042-01-B05/12,,,
A,A-042,A-042-01,Tracker,A-042-01-T07/13,342495.1997,3313062.42,180,,TR 16.A.02.4,ANG2-A-042-01-T07/13,,,
A,A-043,A-043-01,Tracker,A-043-01-T01/01,342505.9997,3313331.218,180,,TR 19.B.03.1,ANG2-A-043-01-T01/01,,,
A,A-043,A-043-01,Bridge,A-043-01-B01/02,342507.9587,3313330.878,,40-64,,ANG2-A-043-01-B01/02,,,
A,A-043,A-043-01,Tracker,A-043-01-T02/03,342505.9997,3313285.46,180,,TR 19.B.02.3,ANG2-A-043-01-T02/03,,,
A,A-043,A-043-01,Bridge,A-043-01-B02/04,342507.9587,3313285.12,,40-64,,ANG2-A-043-01-B02/04,,,
A,A-043,A-043-01,Tracker,A-043-01-T03/05,342505.9997,3313239.702,180,,TR 19.B.02.5,ANG2-A-043-01-T03/05,,,
A,A-043,A-043-01,Bridge,A-043-01-B03/06,342507.9587,3313239.362,,40-64,,ANG2-A-043-01-B03/06,,,
A,A-043,A-043-01,Tracker,A-043-01-T04/07,342505.9997,3313193.944,180,,TR 19.B.13.3,ANG2-A-043-01-T04/07,,,
A,A-043,A-043-01,Dock,A-043-01-D01/08,342505.9464,3313193.519,,76-105,,ANG2-A-043-01-D01/08,,,
A,A-043,A-043-01,Tracker,A-043-01-T05/09,342505.9997,3313147.986,180,,TR 19.B.13.6,ANG2-A-043-01-T05/09,,,
A,A-043,A-043-01,Bridge,A-043-01-B04/10,342507.9587,3313147.646,,40-64,,ANG2-A-043-01-B04/10,,,
A,A-043,A-043-01,Tracker,A-043-01-T06/11,342505.9997,3313102.228,180,,TR 16.A.02.2,ANG2-A-043-01-T06/11,,,
A,A-043,A-043-01,Bridge,A-043-01-B05/12,342507.9587,3313101.888,,40-64,,ANG2-A-043-01-B05/12,,,
A,A-043,A-043-01,Tracker,A-043-01-T07/13,342505.9997,3313056.47,180,,TR 16.A.02.5,ANG2-A-043-01-T07/13,,,
A,A-044,A-044-01,Tracker,A-044-01-T01/01,342516.7997,3313325.268,180,,TR 19.B.02.2,ANG2-A-044-01-T01/01,,,
A,A-044,A-044-01,Bridge,A-044-01-B01/02,342518.7587,3313324.928,,40-64,,ANG2-A-044-01-B01/02,,,
A,A-044,A-044-01,Tracker,A-044-01-T02/03,342516.7997,3313279.51,180,,TR 19.B.02.4,ANG2-A-044-01-T02/03,,,
A,A-044,A-044-01,Bridge,A-044-01-B02/04,342518.7587,3313279.17,,40-64,,ANG2-A-044-01-B02/04,,,
A,A-044,A-044-01,Tracker,A-044-01-T03/05,342516.7997,3313233.752,180,,TR 19.B.02.6,ANG2-A-044-01-T03/05,,,
A,A-044,A-044-01,Bridge,A-044-01-B03/06,342518.7587,3313233.412,,40-64,,ANG2-A-044-01-B03/06,,,
A,A-044,A-044-01,Tracker,A-044-01-T04/07,342516.7997,3313187.994,180,,TR 19.B.12.1,ANG2-A-044-01-T04/07,,,
A,A-044,A-044-01,Dock,A-044-01-D01/08,342516.7464,3313187.569,,76-105,,ANG2-A-044-01-D01/08,,,
A,A-044,A-044-01,Tracker,A-044-01-T05/09,342516.7997,3313142.036,180,,TR 19.B.12.4,ANG2-A-044-01-T05/09,,,
A,A-044,A-044-01,Bridge,A-044-01-B04/10,342518.7587,3313141.696,,65-82,,ANG2-A-044-01-B04/10,,,
A,A-044,A-044-01,Tracker,A-044-01-T06/11,342516.7997,3313096.278,180,,TR 16.A.02.3,ANG2-A-044-01-T06/11,,,
A,A-044,A-044-01,Bridge,A-044-01-B05/12,342518.7587,3313095.938,,40-64,,ANG2-A-044-01-B05/12,,,
A,A-044,A-044-01,Tracker,A-044-01-T07/13,342516.7997,3313050.52,180,,TR 16.A.02.6,ANG2-A-044-01-T07/13,,,
A,A-045,A-045-01,Tracker,A-045-01-T01/01,342527.5997,3313319.317,180,,TR 19.B.02.1,ANG2-A-045-01-T01/01,,,
A,A-045,A-045-01,Bridge,A-045-01-B01/02,342529.5587,3313318.977,,40-64,,ANG2-A-045-01-B01/02,,,
A,A-045,A-045-01,Tracker,A-045-01-T02/03,342527.5997,3313273.559,180,,TR 19.B.01.3,ANG2-A-045-01-T02/03,,,
A,A-045,A-045-01,Bridge,A-045-01-B02/04,342529.5587,3313273.219,,40-64,,ANG2-A-045-01-B02/04,,,
A,A-045,A-045-01,Tracker,A-045-01-T03/05,342527.5997,3313227.801,180,,TR 19.B.01.5,ANG2-A-045-01-T03/05,,,
A,A-045,A-045-01,Bridge,A-045-01-B03/06,342529.5587,3313227.461,,40-64,,ANG2-A-045-01-B03/06,,,
A,A-045,A-045-01,Tracker,A-045-01-T04/07,342527.5997,3313182.043,180,,TR 19.B.12.2,ANG2-A-045-01-T04/07,,,
A,A-045,A-045-01,Dock,A-045-01-D01/08,342527.5464,3313181.618,,76-105,,ANG2-A-045-01-D01/08,,,
A,A-045,A-045-01,Tracker,A-045-01-T05/09,342527.5997,3313136.085,180,,TR 19.B.12.5,ANG2-A-045-01-T05/09,,,
A,A-045,A-045-01,Bridge,A-045-01-B04/10,342529.5587,3313135.745,,40-64,,ANG2-A-045-01-B04/10,,,
A,A-045,A-045-01,Tracker,A-045-01-T06/11,342527.5997,3313090.327,180,,TR 16.A.03.1,ANG2-A-045-01-T06/11,,,
A,A-045,A-045-01,Bridge,A-045-01-B05/12,342529.5587,3313089.987,,40-64,,ANG2-A-045-01-B05/12,,,
A,A-045,A-045-01,Tracker,A-045-01-T07/13,342527.5997,3313044.569,180,,TR 16.A.03.4,ANG2-A-045-01-T07/13,,,
A,A-046,A-046-01,Tracker,A-046-01-T01/01,342538.3997,3313313.367,180,,TR 19.B.01.2,ANG2-A-046-01-T01/01,,,
A,A-046,A-046-01,Bridge,A-046-01-B01/02,342540.3587,3313313.027,,40-64,,ANG2-A-046-01-B01/02,,,
A,A-046,A-046-01,Tracker,A-046-01-T02/03,342538.3997,3313267.609,180,,TR 19.B.01.4,ANG2-A-046-01-T02/03,,,
A,A-046,A-046-01,Bridge,A-046-01-B02/04,342540.3587,3313267.269,,40-64,,ANG2-A-046-01-B02/04,,,
A,A-046,A-046-01,Tracker,A-046-01-T03/05,342538.3997,3313221.851,180,,TR 19.B.01.6,ANG2-A-046-01-T03/05,,,
A,A-046,A-046-01,Bridge,A-046-01-B03/06,342540.3587,3313221.511,,40-64,,ANG2-A-046-01-B03/06,,,
A,A-046,A-046-01,Tracker,A-046-01-T04/07,342538.3997,3313176.093,180,,TR 19.B.12.3,ANG2-A-046-01-T04/07,,,
A,A-046,A-046-01,Dock,A-046-01-D01/08,342538.3464,3313175.668,,76-105,,ANG2-A-046-01-D01/08,,,
A,A-046,A-046-01,Tracker,A-046-01-T05/09,342538.3997,3313130.135,180,,TR 19.B.12.6,ANG2-A-046-01-T05/09,,,
A,A-046,A-046-01,Bridge,A-046-01-B04/10,342540.3587,3313129.795,,65-82,,ANG2-A-046-01-B04/10,,,
A,A-046,A-046-01,Tracker,A-046-01-T06/11,342538.3997,3313084.377,180,,TR 16.A.03.2,ANG2-A-046-01-T06/11,,,
A,A-046,A-046-01,Bridge,A-046-01-B05/12,342540.3587,3313084.037,,40-64,,ANG2-A-046-01-B05/12,,,
A,A-046,A-046-01,Tracker,A-046-01-T07/13,342538.3997,3313038.619,180,,TR 16.A.03.5,ANG2-A-046-01-T07/13,,,
A,A-047,A-047-01,Tracker,A-047-01-T01/01,342549.1997,3313307.417,180,,TR 19.B.01.1,ANG2-A-047-01-T01/01,,,
A,A-047,A-047-01,Bridge,A-047-01-B01/02,342551.1587,3313307.077,,65-82,,ANG2-A-047-01-B01/02,,,
A,A-047,A-047-01,Tracker,A-047-01-T02/03,342549.1997,3313261.659,180,,TR 18.A.01.3,ANG2-A-047-01-T02/03,,,
A,A-047,A-047-01,Bridge,A-047-01-B02/04,342551.1587,3313261.319,,40-64,,ANG2-A-047-01-B02/04,,,
A,A-047,A-047-01,Tracker,A-047-01-T03/05,342549.1997,3313215.901,180,,TR 18.A.01.5,ANG2-A-047-01-T03/05,,,
A,A-047,A-047-01,Bridge,A-047-01-B03/06,342551.1587,3313215.561,,65-82,,ANG2-A-047-01-B03/06,,,
A,A-047,A-047-01,Tracker,A-047-01-T04/07,342549.1997,3313170.143,180,,TR 18.A.12.1,ANG2-A-047-01-T04/07,,,
A,A-047,A-047-01,Dock,A-047-01-D01/08,342549.1464,3313169.718,,76-105,,ANG2-A-047-01-D01/08,,,
A,A-047,A-047-01,Tracker,A-047-01-T05/09,342549.1997,3313124.185,180,,TR 18.A.12.4,ANG2-A-047-01-T05/09,,,
A,A-047,A-047-01,Bridge,A-047-01-B04/10,342551.1587,3313123.845,,40-64,,ANG2-A-047-01-B04/10,,,
A,A-047,A-047-01,Tracker,A-047-01-T06/11,342549.1997,3313078.427,180,,TR 16.A.03.3,ANG2-A-047-01-T06/11,,,
A,A-047,A-047-01,Bridge,A-047-01-B05/12,342551.1587,3313078.087,,40-64,,ANG2-A-047-01-B05/12,,,
A,A-047,A-047-01,Tracker,A-047-01-T07/13,342549.1997,3313032.669,180,,TR 16.A.03.6,ANG2-A-047-01-T07/13,,,
A,A-048,A-048-01,Tracker,A-048-01-T01/01,342559.9997,3313301.467,180,,TR 18.A.01.1,ANG2-A-048-01-T01/01,,,
A,A-048,A-048-01,Bridge,A-048-01-B01/02,342561.9587,3313301.127,,65-82,,ANG2-A-048-01-B01/02,,,
A,A-048,A-048-01,Tracker,A-048-01-T02/03,342559.9997,3313255.709,180,,TR 18.A.01.4,ANG2-A-048-01-T02/03,,,
A,A-048,A-048-01,Bridge,A-048-01-B02/04,342561.9587,3313255.369,,65-82,,ANG2-A-048-01-B02/04,,,
A,A-048,A-048-01,Tracker,A-048-01-T03/05,342559.9997,3313209.951,180,,TR 18.A.01.6,ANG2-A-048-01-T03/05,,,
A,A-048,A-048-01,Bridge,A-048-01-B03/06,342561.9587,3313209.611,,65-82,,ANG2-A-048-01-B03/06,,,
A,A-048,A-048-01,Tracker,A-048-01-T04/07,342559.9997,3313164.193,180,,TR 18.A.12.2,ANG2-A-048-01-T04/07,,,
A,A-048,A-048-01,Dock,A-048-01-D01/08,342559.9464,3313163.768,,76-105,,ANG2-A-048-01-D01/08,,,
A,A-048,A-048-01,Tracker,A-048-01-T05/09,342559.9997,3313118.235,180,,TR 18.A.12.5,ANG2-A-048-01-T05/09,,,
A,A-048,A-048-01,Bridge,A-048-01-B04/10,342561.9587,3313117.895,,40-64,,ANG2-A-048-01-B04/10,,,
A,A-048,A-048-01,Tracker,A-048-01-T06/11,342559.9997,3313072.477,180,,TR 16.A.04.1,ANG2-A-048-01-T06/11,,,
A,A-048,A-048-01,Bridge,A-048-01-B05/12,342561.9587,3313072.137,,40-64,,ANG2-A-048-01-B05/12,,,
A,A-048,A-048-01,Tracker,A-048-01-T07/13,342559.9997,3313026.719,180,,TR 16.A.04.4,ANG2-A-048-01-T07/13,,,
A,A-049,A-049-01,Tracker,A-049-01-T01/01,342570.7997,3313295.517,180,,TR 18.A.01.2,ANG2-A-049-01-T01/01,,,
A,A-049,A-049-01,Bridge,A-049-01-B01/02,342572.7587,3313295.177,,40-64,,ANG2-A-049-01-B01/02,,,
A,A-049,A-049-01,Tracker,A-049-01-T02/03,342570.7997,3313249.759,180,,TR 18.A.02.3,ANG2-A-049-01-T02/03,,,
A,A-049,A-049-01,Bridge,A-049-01-B02/04,342572.7587,3313249.419,,65-82,,ANG2-A-049-01-B02/04,,,
A,A-049,A-049-01,Tracker,A-049-01-T03/05,342570.7997,3313204.001,180,,TR 18.A.02.5,ANG2-A-049-01-T03/05,,,
A,A-049,A-049-01,Bridge,A-049-01-B03/06,342572.7587,3313203.661,,40-64,,ANG2-A-049-01-B03/06,,,
A,A-049,A-049-01,Tracker,A-049-01-T04/07,342570.7997,3313158.243,180,,TR 18.A.12.3,ANG2-A-049-01-T04/07,,,
A,A-049,A-049-01,Dock,A-049-01-D01/08,342570.7464,3313157.818,,76-105,,ANG2-A-049-01-D01/08,,,
A,A-049,A-049-01,Tracker,A-049-01-T05/09,342570.7997,3313112.285,180,,TR 18.A.12.6,ANG2-A-049-01-T05/09,,,
A,A-049,A-049-01,Bridge,A-049-01-B04/10,342572.7587,3313111.945,,40-64,,ANG2-A-049-01-B04/10,,,
A,A-049,A-049-01,Tracker,A-049-01-T06/11,342570.7997,3313066.527,180,,TR 16.A.04.2,ANG2-A-049-01-T06/11,,,
A,A-049,A-049-01,Bridge,A-049-01-B05/12,342572.7587,3313066.187,,40-64,,ANG2-A-049-01-B05/12,,,
A,A-049,A-049-01,Tracker,A-049-01-T07/13,342570.7997,3313020.769,180,,TR 16.A.04.5,ANG2-A-049-01-T07/13,,,
A,A-050,A-050-01,Tracker,A-050-01-T01/01,342581.5997,3313289.567,180,,TR 18.A.02.1,ANG2-A-050-01-T01/01,,,
A,A-050,A-050-01,Bridge,A-050-01-B01/02,342583.5587,3313289.227,,40-64,,ANG2-A-050-01-B01/02,,,
A,A-050,A-050-01,Tracker,A-050-01-T02/03,342581.5997,3313243.809,180,,TR 18.A.02.4,ANG2-A-050-01-T02/03,,,
